30,3,64,3,64,20,30,20,8h30
68,3,97,3,97,20,68,20,sáng
100,2,127,2,127,21,100,21,Chủ
130,2,164,2,164,20,130,20,Nhật
168,0,202,0,202,21,168,21,ngày
204,1,297,1,297,18,204,18,27/07/2014
34,20,53,20,53,38,34,38,Địa
56,19,93,19,93,37,56,37,điểm:
96,21,138,21,138,37,96,37,Khánh
140,21,166,21,166,39,140,39,sạn
165,21,292,21,292,38,165,38,Intercontinental
322,0,361,0,361,17,322,17,Đăng
367,0,391,0,391,19,367,19,ký:
321,15,360,15,360,38,321,38,(08)
367,17,391,17,391,36,367,36,62
397,15,446,15,446,37,397,37,9292
450,12,484,12,484,35,450,35,88
