534,321,711,322,709,361,531,364,EVNNPC
177,399,295,396,293,441,176,445,BAN
314,380,479,381,479,442,311,443,QUẢN
496,384,565,382,564,438,493,440,LÝ
681,381,767,375,770,438,684,442,ÁN
783,381,918,381,923,441,781,441,LƯỚI
929,382,1077,387,1082,448,932,444,ĐIỆN
319,153,416,156,418,187,313,188,TỔNG
424,150,526,147,526,190,424,192,CÔNG
590,149,678,150,674,186,589,189,ĐIỆN
685,144,759,144,760,186,684,185,LỰC
765,147,863,143,862,186,765,186,MIỀN
870,141,947,143,946,185,870,184,BẮC
583,390,673,390,673,448,583,448,DỰ
536,151,579,151,579,183,536,183,TY
