144,10,156,10,156,27,144,27,7.
157,8,180,8,180,26,157,26,Phải
181,2,194,2,194,25,181,25,để
194,13,205,13,205,25,194,25,xe
206,12,225,12,225,29,206,29,gọn
227,9,253,9,253,30,227,30,gàng
255,7,280,7,280,31,255,31,đúng
283,6,301,6,301,26,283,26,chỗ
301,8,328,8,328,26,301,26,trước
329,9,348,9,348,26,329,26,khi
348,8,364,8,364,25,348,25,vào
368,8,384,8,384,25,368,25,căn
385,9,400,9,400,25,385,25,tin
147,35,166,35,166,53,147,53,nếu
169,36,200,36,200,56,169,56,không
200,37,212,37,212,54,200,54,sẽ
212,37,224,37,224,58,212,58,bị
223,35,247,35,247,53,223,53,nhắc
250,36,269,36,269,55,250,55,nhở
271,36,302,36,302,59,271,59,không
302,37,331,37,331,58,302,58,hay...
332,31,353,31,353,59,332,59,TỘI
353,30,379,30,379,58,353,58,BÁC
380,35,416,35,416,57,380,57,TRẠC.
