195,12,401,12,401,68,195,68,CÔNG
412,22,500,22,500,74,412,74,TY
512,4,610,4,610,70,512,70,CỔ
620,2,810,2,810,64,620,64,PHẦN
817,4,965,4,965,62,817,62,LÀM
971,0,1143,0,1143,71,971,71,SẠCH
94,100,722,100,722,192,94,192,HOMECARE
731,74,973,74,973,192,731,192,VIỆT
992,88,1271,88,1271,170,992,170,NAM
454,230,595,230,595,303,454,303,MST:
606,226,959,226,959,293,606,293,0315512146
16,326,100,326,100,393,16,393,ĐC:
111,328,267,328,267,387,111,387,179/31
269,326,338,326,338,381,269,381,TÔ
349,320,453,320,453,373,349,373,HIẾN
462,320,611,320,611,361,462,361,THÀNH
653,308,854,308,854,357,653,357,PHƯỜNG
864,312,913,312,913,350,864,350,13
947,306,1088,306,1088,347,947,347,QUẬN
1092,297,1137,297,1137,342,1092,342,10
1177,285,1347,285,1347,338,1177,338,TP.HCM
