103,5,111,5,111,22,103,22,6.
114,3,134,3,134,24,114,24,Căn
135,4,150,4,150,22,135,22,tin
151,3,165,3,165,21,151,21,và
166,5,182,5,182,25,166,25,học
183,5,204,5,204,22,183,22,sinh
206,2,229,2,229,26,206,26,phải
229,3,246,3,246,22,229,22,giữ
246,3,263,3,263,23,246,23,gìn
264,3,276,3,276,23,264,23,vệ
278,4,301,4,301,23,278,23,sinh
303,1,315,1,315,24,303,24,và
318,2,330,2,330,23,318,23,mĩ
331,6,356,6,356,25,331,25,quan
360,2,376,2,376,21,360,21,khu
379,3,396,3,396,24,379,24,vực
400,2,417,2,417,22,400,22,căn
419,3,436,3,436,22,419,22,tin,
438,1,451,1,451,19,438,19,bỏ
103,31,119,31,119,50,103,50,rác
120,32,146,32,146,53,120,53,đúng
147,32,166,32,166,49,147,49,nơi
168,31,193,31,193,52,168,52,đúng
196,28,212,28,212,51,196,51,chỗ
213,29,234,29,234,52,213,52,theo
237,32,254,32,254,54,237,54,qui
255,30,279,30,279,51,255,51,định,
280,27,302,27,302,46,280,46,cấm
304,30,320,30,320,47,304,47,vứt
322,31,339,31,339,48,322,48,rác
340,31,360,31,360,48,340,48,bừa
361,30,388,30,388,49,361,49,bãi...
104,54,125,54,125,80,104,80,TỘI
127,54,168,54,168,77,127,77,THÙNG
170,57,197,57,197,78,170,78,RÁC
