19,32,119,28,107,123,2,123,HẢI
140,27,277,22,264,121,119,121,SẢN
295,34,503,31,499,120,280,117,ĐÔNG
529,41,756,33,748,134,520,134,LẠNH
869,5,1007,4,1013,79,872,74,Hiệp
1031,0,1233,0,1234,76,1036,75,Huyền
880,83,932,83,932,110,880,110,ĐC:
927,116,982,116,982,146,927,146,ĐT:
937,84,994,84,994,110,937,110,Ngã
998,84,1043,84,1043,111,998,111,Tư
1048,92,1059,92,1059,104,1048,104,-
1065,83,1117,83,1117,110,1065,110,Đại
1125,84,1229,84,1229,109,1125,109,Thành
987,117,1052,117,1052,143,987,143,0945
1060,118,1110,118,1110,144,1060,144,033
1118,118,1173,118,1173,143,1118,143,727
