12,232,66,232,66,285,12,285,CỔNG
70,236,141,236,141,289,70,289,TRƯỜNG
144,240,170,240,170,290,144,290,AN
175,243,218,243,218,293,175,293,TOÀN
221,246,261,246,261,296,221,296,GIAO
265,247,315,247,315,296,265,296,THÔNG
79,204,103,204,103,221,79,221,ĐỘI
139,210,167,210,167,224,139,224,NIÊN
196,210,233,210,233,226,196,226,PHONG
251,215,270,215,270,231,251,231,CHÍ
100,220,125,220,125,235,100,235,ĐỘI
172,224,208,224,208,242,172,242,TRUNG
232,228,250,228,250,246,232,246,CƠ
104,203,138,203,138,220,104,220,THIẾU
170,204,197,204,197,228,170,228,TIỀN
232,211,252,211,252,230,232,230,HỒ
271,217,302,217,302,233,271,233,MINH
74,218,101,218,101,236,74,236,LIÊN
126,223,171,223,171,238,126,238,TRƯỜNG
210,224,233,224,233,245,210,245,HỌC
250,229,265,229,265,243,250,243,SỞ
266,230,283,230,283,245,266,245,ĐỖ
281,233,305,233,305,246,281,246,SƠN
