18,14,39,14,39,26,18,26,GIỜ
44,13,61,13,61,25,44,25,CÓ
65,13,89,13,89,25,65,25,MẶT
92,14,109,14,109,24,92,24,TẠI
113,11,139,11,139,23,113,23,CỬA
142,12,157,12,157,22,142,22,RA
18,27,67,27,67,37,18,37,PLEASE
71,25,87,25,87,35,71,35,BE
90,26,104,26,104,35,90,35,AT
160,9,185,9,185,21,160,21,MÁY
188,11,210,11,210,20,188,20,BAY
108,24,173,24,173,35,108,35,BOARDING
178,22,210,22,210,33,178,33,GATE
61,47,113,47,113,81,61,81,10
125,54,135,54,135,79,125,79,:
147,46,199,46,199,79,147,79,55
38,122,88,122,88,143,38,143,SEQ.
108,121,145,121,145,142,108,142,NO.
154,126,161,126,161,141,154,141,:
182,120,220,120,220,139,182,139,148
