29,112,71,112,71,140,29,140,TOÀN
74,111,107,111,107,139,74,139,DÂN
112,111,155,111,155,138,112,138,ĐOÀN
159,108,187,108,187,137,159,137,KẾT
195,109,251,109,251,137,195,137,CHUNG
252,111,287,111,287,136,252,136,TAY
290,104,325,104,325,136,290,136,CHỦ
327,106,376,106,376,140,327,140,ĐỘNG
50,142,109,142,109,173,50,173,PHÒNG
113,140,167,140,167,172,113,172,CHỐNG
171,142,210,142,210,174,171,174,DỊCH
211,141,256,141,256,172,211,172,BỆNH
258,143,311,143,311,168,258,168,COVID
323,142,349,142,349,170,323,170,19
