31,131,136,136,133,165,25,161,CÔNG
138,135,181,137,183,166,135,167,TY
185,140,283,147,283,172,189,167,TNHH
372,152,446,151,441,182,369,177,PHÚ
452,153,522,157,520,187,446,182,SƠN
49,165,80,165,80,177,49,177,Đ/C:
83,167,126,167,126,180,83,180,THÔN
129,170,137,170,137,180,129,180,7
149,169,169,169,169,182,149,182,XÃ
174,172,204,172,204,184,174,184,PHÚ
207,173,237,173,237,185,207,185,SƠN
302,178,334,178,334,191,302,191,HUYỆN
249,175,299,175,299,189,249,189,NHO
338,180,379,180,379,193,338,193,QUAN
390,181,423,181,423,195,390,195,TỈNH
426,184,462,184,462,196,426,196,NINH
465,185,505,185,505,197,465,197,BÌNH
10,179,128,190,225,199,8,199,###
141,175,146,175,146,178,141,178,-
241,180,246,180,246,183,241,183,-
382,186,387,186,387,190,382,190,-
291,148,366,148,366,176,291,176,MAY
