130,41,183,41,183,76,130,76,Vẫn
190,45,218,45,218,77,190,77,có
223,43,292,43,292,81,223,81,nhiều
50,58,143,58,143,133,50,133,LỐI
152,80,239,80,239,136,152,136,RA
250,112,284,112,284,133,250,133,Vượt
287,114,311,114,311,132,287,132,qua
252,135,279,135,279,150,252,150,khó
280,134,311,134,311,150,280,150,khăn
239,155,273,155,273,171,239,171,trong
276,154,295,154,295,168,276,168,đại
298,152,324,152,324,170,298,170,dịch
252,174,296,174,296,188,252,188,COVID
299,174,312,174,312,188,299,188,19
