137,238,163,238,163,255,137,255,ỦY
167,241,201,241,201,256,167,256,BAN
204,242,251,242,251,258,204,258,NHÂN
254,242,292,242,292,260,254,260,DÂN
298,243,346,243,346,262,298,262,QUẬN
346,243,370,243,370,261,346,261,HÀ
374,245,427,245,427,261,374,261,ĐÔNG
155,258,217,258,217,275,155,275,PHÒNG
220,261,263,261,263,276,220,276,GIÁO
265,262,302,262,302,280,265,280,DỤC
306,263,331,263,331,277,306,277,VÀ
334,262,369,262,369,278,334,278,ĐÀO
373,265,408,265,408,281,373,281,TẠO
23,284,204,284,204,346,23,346,TRƯỜNG
208,284,329,284,329,347,208,347,MẦM
332,300,428,300,428,352,332,352,NON
436,292,571,292,571,356,436,356,HÀNG
579,292,675,292,675,356,579,356,ĐÀO
