190,7,201,7,201,27,190,27,5.
204,7,226,7,226,27,204,27,Buổi
227,4,241,4,241,27,227,27,tối
243,8,271,8,271,30,243,30,xuống
274,10,290,10,290,25,274,25,căn
292,9,305,9,305,26,292,26,tin
307,5,318,5,318,26,307,26,là
319,9,339,9,339,28,319,28,phải
342,8,362,8,362,30,342,30,nhẹ
362,8,396,8,396,29,362,29,nhàng,
398,8,414,8,414,27,398,27,nói
413,5,435,5,435,28,413,28,khẽ
433,5,452,5,452,26,433,26,nếu
454,7,499,7,499,26,454,26,không...
192,33,213,33,213,59,192,59,TỘI
215,34,238,34,238,55,215,55,CÁC
242,36,264,36,264,58,242,58,BẠN
267,34,301,34,301,55,267,55,ĐANG
300,36,326,36,326,57,300,57,HỌC
329,32,354,32,354,53,329,53,BÀI.
