56,17,127,17,127,48,56,48,Niềm
128,13,167,13,167,45,128,45,tin,
173,7,200,7,200,44,173,44,sự
200,12,241,12,241,38,200,38,sụp
245,0,280,0,280,31,245,31,đổ
281,1,314,1,314,23,281,23,và
42,55,122,55,122,83,42,83,những
123,48,155,48,155,75,123,75,lời
160,46,205,46,205,70,160,70,tiên
209,42,239,42,239,67,209,67,tri
244,39,268,39,268,67,244,67,tự
275,35,339,35,339,64,275,64,đúng
95,90,120,90,120,103,95,103,Trần
122,88,142,88,142,103,122,103,Mai
144,86,165,86,165,99,144,99,Sơn
176,82,211,82,211,98,176,98,Dương
214,79,235,79,235,96,214,96,Thu
237,80,263,80,263,93,237,93,Thủy
266,76,288,76,288,91,266,91,dịch
167,88,173,88,173,98,167,98,-
