6,104,154,104,154,177,6,177,TRƯỜNG
171,111,243,111,243,176,171,176,TIỂU
253,122,318,122,318,184,253,184,HỌC
327,129,409,129,409,191,327,191,ĐÔNG
418,135,520,135,520,197,418,197,THÀNH
118,176,147,176,147,192,118,192,Phố
150,176,159,176,159,195,150,195,9
173,180,228,180,228,201,173,201,Phường
231,182,265,182,265,199,231,199,Đông
270,184,308,184,308,201,270,201,Thành
327,188,363,188,363,203,327,203,Thành
369,188,393,188,393,204,369,204,Phố
397,187,425,187,425,207,397,207,Ninh
428,193,455,193,455,207,428,207,Bình
