94,4,130,4,130,36,94,36,LM
134,7,228,7,228,39,134,39,Quarakill
94,40,188,40,188,74,94,74,THƯỞNG
190,47,223,47,223,77,190,77,1H
90,77,128,77,128,107,90,107,LM
131,77,224,77,224,108,131,108,Pentakill
76,110,140,110,140,144,76,144,THƯỞNG
143,115,164,115,164,145,143,145,1H
179,116,193,116,193,146,179,146,1
194,116,237,116,237,144,194,144,COCA
85,149,136,149,136,178,85,178,FIFA
140,147,178,147,178,177,140,177,ĐÁ
179,151,225,151,225,182,179,182,1K8
69,184,139,184,139,219,69,219,THƯỞNG
140,189,164,189,164,217,140,217,1H
180,190,193,190,193,219,180,219,1
195,189,243,189,243,221,195,221,COCA
165,123,179,123,179,142,165,142,+
165,197,179,197,179,217,165,217,+
