21,6,275,6,275,131,21,131,May
295,5,583,5,583,127,295,127,Mắn
114,177,178,177,178,197,114,197,CUỐN
184,178,251,178,251,200,184,200,SÁCH
257,181,287,181,287,205,257,205,ĐI
291,186,335,186,335,206,291,206,TÌM
344,189,377,189,377,209,344,209,SỰ
385,191,435,191,435,208,385,208,MAY
447,193,506,193,506,212,447,212,MẮN
166,201,211,201,211,222,166,222,HAY
219,204,282,204,282,225,219,225,NHẤT
291,210,338,210,338,226,291,226,MỌI
347,213,404,213,404,233,347,233,THỜI
411,217,458,217,458,234,411,234,ĐẠI
