141,40,201,40,201,59,141,59,SSFG
207,11,245,11,245,30,207,30,CÔNG
244,12,265,12,265,33,244,33,TY
265,12,282,12,282,34,265,34,CP
282,12,309,12,309,35,282,35,ĐỊA
306,11,330,11,330,33,306,33,KỸ
328,8,371,8,371,32,328,32,THUẬT
369,9,390,9,390,29,369,29,VÀ
389,6,421,6,421,30,389,30,NỀN
421,4,463,4,463,30,421,30,MÓNG
131,68,230,68,230,128,131,128,THÁI
239,67,401,67,401,127,239,127,DƯƠNG
414,61,476,61,476,135,414,135,HỆ
190,135,221,135,221,161,190,161,VĂN
223,134,273,134,273,164,223,164,PHÒNG
271,135,299,135,299,163,271,163,ĐẠI
300,134,335,134,335,162,300,162,DIỆN
335,132,378,132,378,164,335,164,MIỀN
377,132,411,132,411,160,377,160,BẮC
170,166,192,166,192,191,170,191,70
190,165,217,165,217,192,190,192,AN
216,167,267,167,267,192,216,192,DƯƠNG
265,166,315,166,315,193,265,193,VƯƠNG
319,164,352,164,352,190,319,190,TÂY
349,161,376,161,376,192,349,192,HỒ
373,162,402,162,402,192,373,192,HÀ
401,162,432,162,432,188,401,188,NỘI
