143,83,255,83,255,122,143,122,BÁN
264,87,414,87,414,135,264,135,BUÔN
422,94,519,94,519,134,422,134,BÁN
528,97,583,97,583,135,528,135,LẺ
589,116,605,116,605,130,589,130,-
611,103,724,103,724,145,611,145,PHỤC
732,110,791,110,791,149,732,149,VỤ
798,109,885,109,885,144,798,144,ĐÁM
36,126,197,126,197,209,36,209,HÀNG
208,140,313,140,313,213,208,213,TẠP
322,138,440,138,440,210,322,210,HÓA
443,172,472,172,472,197,443,197,-
476,140,615,140,615,214,476,214,HÀNG
621,148,717,148,717,217,621,217,KHÔ
724,183,748,183,748,202,724,202,-
753,151,827,151,827,219,753,219,MỸ
835,146,959,146,959,218,835,218,PHẨM
