277,216,311,216,311,237,277,237,SỐNG
261,242,298,242,298,261,261,261,CHIẾN
301,239,324,239,324,261,301,261,ĐẤU
264,269,286,269,286,288,264,288,LAO
289,265,321,265,321,289,289,289,ĐỘNG
256,293,275,293,275,312,256,312,VÀ
276,293,302,293,302,314,276,314,HỌC
304,291,328,291,328,314,304,314,TẬP
254,320,286,320,286,339,254,339,THEO
290,317,332,317,332,337,290,337,GƯƠNG
268,345,293,345,293,364,268,364,BÁC
298,340,316,340,316,365,298,365,HỒ
270,372,285,372,285,393,270,393,VĨ
287,371,314,371,314,396,287,396,ĐẠI!
