252,182,276,182,276,202,252,202,SỞ
283,184,322,184,322,202,283,202,GIÁO
329,187,363,187,363,204,329,204,DỤC
365,186,388,186,388,204,365,204,VÀ
392,187,426,187,426,205,392,205,ĐÀO
428,189,463,189,463,206,428,206,TẠO
466,188,502,188,502,204,466,204,PHÚ
505,190,544,190,544,206,505,206,THỌ
155,201,257,201,257,238,155,238,TRƯỜNG
264,208,349,208,349,240,264,240,TRUNG
351,209,403,209,403,248,351,248,HỌC
409,202,458,202,458,241,409,241,PHỔ
462,206,545,206,545,243,462,243,THÔNG
548,213,583,213,583,250,548,250,HẠ
587,207,638,207,638,249,587,249,HỎA
