31,135,77,135,77,152,31,152,PHÒNG
79,137,107,137,107,153,79,153,GIÁO
109,141,135,141,135,155,109,155,DỤC
136,143,152,143,152,154,136,154,VÀ
152,144,177,144,177,156,152,156,ĐÀO
179,145,201,145,201,158,179,158,TẠO
201,147,239,147,239,160,201,160,HUYỆN
240,148,263,148,263,160,240,160,TIÊN
264,150,280,150,280,162,264,162,DU
6,153,99,153,99,177,6,177,TRƯỜNG
102,154,147,154,147,184,102,184,TIỂU
150,160,194,160,194,185,150,185,HỌC
195,163,226,163,226,185,195,185,TRI
229,164,308,164,308,187,229,187,PHƯƠNG
