9,42,117,42,117,100,9,100,TRƯỜNG
124,59,209,59,209,110,124,110,TRUNG
212,71,258,71,258,117,212,117,HỌC
263,82,295,82,295,117,263,117,CƠ
300,81,328,81,328,123,300,123,SỞ
333,86,364,86,364,129,333,129,ĐỖ
367,91,411,91,411,134,367,134,SƠN
49,94,75,94,75,116,49,116,Địa
77,97,100,97,100,119,77,119,chỉ
105,100,131,100,131,123,105,123,Khu
135,104,143,104,143,121,135,121,1
153,104,171,104,171,128,153,128,Xã
173,106,191,106,191,130,173,130,Đỗ
194,108,219,108,219,132,194,132,Sơn
225,112,263,112,263,139,225,139,Huyện
262,118,300,118,300,142,262,142,Thanh
299,120,316,120,316,144,299,144,Ba
322,123,347,123,347,148,322,148,Tỉnh
347,127,370,127,370,151,347,151,Phú
370,130,393,130,393,152,370,152,Thọ
