387,53,583,53,583,144,387,144,CHÚ
608,55,667,55,667,149,608,149,Ý
132,142,184,142,184,167,132,167,CÔNG
185,144,210,144,210,165,185,165,AN
211,143,261,143,261,168,211,168,QUẬN
259,145,315,145,315,167,259,167,THANH
319,145,364,145,364,169,319,169,XUÂN
127,165,183,165,183,204,127,204,TOÀN
186,170,233,170,233,205,186,205,DÂN
237,169,288,169,288,205,237,205,TÍCH
291,174,337,174,337,210,291,210,CỰC
335,174,404,174,404,209,335,209,THAM
403,173,444,173,444,209,403,209,GIA
447,173,486,173,486,209,447,209,GIỮ
487,173,526,173,526,211,487,211,GÌN
530,175,565,175,565,211,530,211,AN
563,175,622,175,622,211,563,211,NINH
626,174,679,174,679,214,626,214,TRẬT
683,173,714,173,714,217,683,217,TỰ
