85,48,116,48,116,80,85,80,SỞ
121,50,153,50,153,79,121,79,KẾ
155,58,228,58,228,87,155,87,HOẠCH
251,54,295,54,295,84,251,84,ĐẦU
300,62,326,62,326,86,300,86,TƯ
331,61,394,61,394,87,331,87,THÀNH
398,61,436,61,436,88,398,88,PHỐ
440,62,467,62,467,89,440,89,HÀ
472,63,507,63,507,90,472,90,NỘI
234,60,248,60,248,83,234,83,&
73,114,119,114,119,156,73,156,CÔNG
122,118,141,118,141,154,122,154,TY
146,120,185,120,185,153,146,153,TNHH
190,121,224,121,224,155,190,155,KINH
228,123,278,123,278,159,228,159,DOANH
281,120,334,120,334,160,281,160,THƯƠNG
336,126,370,126,370,163,336,163,MẠI
369,122,393,122,393,161,369,161,VÀ
395,118,436,118,436,162,395,162,XUẤT
435,121,475,121,475,164,435,164,NHẬP
477,118,520,118,520,159,477,159,KHẨU
172,165,346,165,346,246,172,246,THẮNG
358,178,436,178,436,257,358,257,LỢI
