135,10,178,10,178,28,135,28,SỨC
178,9,239,9,239,25,178,25,MẠNH
243,4,287,4,287,24,243,24,CỦA
137,30,163,30,163,46,137,46,TƯ
164,29,205,29,205,47,164,47,DUY
210,26,237,26,237,45,210,45,LÀ
138,47,182,47,182,66,138,66,CHÌA
184,44,241,44,241,63,184,63,KHÓA
136,66,188,66,188,84,136,84,PHÁT
192,63,248,63,248,83,192,83,TRIỂN
137,86,165,86,165,103,137,103,CÁ
169,85,226,85,226,105,169,105,NHÂN
136,110,153,110,153,124,136,124,&
156,107,226,107,226,125,156,125,HOẠCH
227,107,278,107,278,124,227,124,ĐỊNH
136,126,195,126,195,144,136,144,CÔNG
196,126,239,126,239,144,196,144,̣VIỆC
136,147,182,147,182,168,136,168,HIỆU
183,146,230,146,230,167,183,167,QUẢ
