98,7,110,7,110,23,98,23,2.
109,7,130,7,130,24,109,24,Vào
132,7,150,7,150,22,132,22,căn
151,8,164,8,164,24,151,24,tin
165,7,186,7,186,22,165,22,như
188,4,214,4,214,25,188,25,"Ong
213,4,228,4,228,21,213,21,vỡ
229,2,246,2,246,22,229,22,tổ"
246,4,260,4,260,22,246,22,thì
261,4,278,4,278,22,261,22,vui
280,3,301,3,301,24,280,24,lòng
300,2,320,2,320,22,300,22,chờ
322,4,340,4,340,23,322,23,đợi,
340,3,367,3,367,22,340,22,đừng
366,0,397,0,397,20,366,20,hối...
99,31,121,31,121,55,99,55,TỘI
124,30,150,30,150,51,124,51,NHÀ
149,28,178,28,178,51,149,51,BẾP
