64,9,138,9,138,42,64,42,NƯỚC
135,9,211,9,211,42,135,42,CỘNG
216,4,270,4,270,40,216,40,HÒA
275,7,312,7,312,43,275,43,XÃ
312,7,362,7,362,38,312,38,HỘI
367,4,419,4,419,36,367,36,CHỦ
425,5,508,5,508,34,425,34,NGHĨA
506,3,566,3,566,37,506,37,VIỆT
566,9,626,9,626,34,566,34,NAM
634,3,712,3,712,35,634,35,MUÔN
708,4,769,4,769,37,708,37,NĂM
305,44,329,44,329,71,305,71,ỦY
331,46,355,46,355,74,331,74,BAN
359,47,396,47,396,70,359,70,NHÂN
401,46,432,46,432,69,401,69,DÂN
432,43,471,43,471,71,432,71,QUẬN
472,48,490,48,490,70,472,70,BA
491,47,532,47,532,69,491,69,ĐÌNH
