230,35,254,35,254,56,230,56,ĂN
192,39,224,39,224,62,192,62,MÓN
164,43,191,43,191,65,164,65,CÁC
145,47,161,47,161,68,145,68,VÀ
106,53,141,53,141,71,106,71,CHIÊN
79,58,105,58,105,75,79,75,CƠM
75,63,79,63,79,75,75,75,-
64,57,78,57,78,78,64,78,Ý
45,61,64,61,64,81,45,81,MỲ
43,40,59,40,59,62,43,62,BÒ
59,37,77,37,77,59,59,59,BÍT
78,35,101,35,101,56,78,56,TẾT
99,38,105,38,105,51,99,51,-
105,35,135,35,135,55,105,55,CHIM
136,29,169,29,169,48,136,48,QUAY
175,20,193,20,193,41,175,41,BÒ
197,18,221,18,221,41,197,41,LÚC
224,10,262,10,262,32,224,32,LẮC
169,30,176,30,176,40,169,40,-
