37,6,84,6,84,26,37,26,NÂNG
86,11,117,11,117,28,86,28,CAO
122,7,132,7,132,26,122,26,Ý
138,7,175,7,175,27,138,27,THỨC
180,8,232,8,232,28,180,28,PHÒNG
239,7,287,7,287,31,239,31,CHỐNG
295,9,334,9,334,30,295,30,CHÁY
339,8,361,8,361,33,339,33,NỔ
21,36,45,36,45,57,21,57,TẠI
49,37,74,37,74,54,49,54,GIA
75,32,110,32,110,54,75,54,ĐÌNH
116,33,134,33,134,57,116,57,VÀ
33,61,61,61,61,82,33,82,GIỮ
61,60,87,60,87,82,61,82,GÌN
89,61,110,61,110,85,89,85,VỆ
113,66,147,66,147,82,113,82,SINH
151,61,180,61,180,82,151,82,MÔI
184,64,248,64,248,87,184,87,TRƯỜNG,
251,63,287,63,287,89,251,89,TRẬT
288,66,310,66,310,89,288,89,TỰ
311,65,331,65,331,86,311,86,ĐÔ
333,64,362,64,362,89,333,89,THỊ,
19,85,43,85,43,109,19,109,ĐỂ
44,86,74,86,74,111,44,111,RÁC
76,89,119,89,119,114,76,114,ĐÚNG
117,91,147,91,147,110,117,110,NƠI
151,92,180,92,180,113,151,113,QUY
183,93,222,93,222,116,183,116,ĐỊNH.
25,15,35,15,35,21,25,21,-
21,69,32,69,32,78,21,78,-
137,36,158,36,158,57,137,57,CƠ
161,36,205,36,205,58,161,58,QUAN.
